Reporting level,Province/territory,Indicator,Metric,Data year,Unit of measurement,Indicator result
Provincial,Ontario,Hip Replacement,50th Percentile,2016,Hours,1920.0
Provincial,Ontario,Hip Replacement,Volume,2016,Number of cases,7953.0
Provincial,Ontario,Knee Replacement,50th Percentile,2016,Hours,2064.0
Provincial,Ontario,Knee Replacement,Volume,2016,Number of cases,13880.0
Provincial,Ontario,Lung Cancer Surgery,50th Percentile,2016,Hours,408.0
Provincial,Ontario,Lung Cancer Surgery,Volume,2016,Number of cases,1553.0
Provincial,Ontario,MRI Scan,50th Percentile,2016,Hours,792.0
Provincial,Ontario,MRI Scan,Volume,2016,Number of cases,347657.0
Provincial,Ontario,Prostate Cancer Surgery,50th Percentile,2016,Hours,912.0
Provincial,Ontario,Prostate Cancer Surgery,Volume,2016,Number of cases,1566.0
Provincial,Ontario,Radiation Therapy,50th Percentile,2016,Hours,168.0
Provincial,Ontario,Radiation Therapy,Volume,2016,Number of cases,15972.0
Provincial,Prince Edward Island,Bladder Cancer Surgery,50th Percentile,2016,Hours,576.0
Provincial,Prince Edward Island,Bladder Cancer Surgery,Volume,2016,Number of cases,16.0
Provincial,Prince Edward Island,Breast Cancer Surgery,50th Percentile,2016,Hours,384.0
Provincial,Prince Edward Island,Breast Cancer Surgery,Volume,2016,Number of cases,50.0
Provincial,Prince Edward Island,CABG,50th Percentile,2016,Hours,191.76
Provincial,Prince Edward Island,CABG,Volume,2016,Number of cases,0.0
Provincial,Prince Edward Island,Cataract surgery,50th Percentile,2016,Hours,1694.3999999999999
Provincial,Prince Edward Island,Cataract surgery,Volume,2016,Number of cases,486.0
Provincial,Prince Edward Island,Colorectal Cancer Surgery,50th Percentile,2016,Hours,408.0
Provincial,Prince Edward Island,Colorectal Cancer Surgery,Volume,2016,Number of cases,45.0
Provincial,Prince Edward Island,CT Scan,50th Percentile,2016,Hours,816.0
Provincial,Prince Edward Island,CT Scan,Volume,2016,Number of cases,3671.0
Provincial,Prince Edward Island,Hip Fracture Repair,50th Percentile,2016,Hours,24.0
Provincial,Prince Edward Island,Hip Fracture Repair,Volume,2016,Number of cases,45.0
Provincial,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2016,Hours,25.0
Provincial,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,Volume,2016,Number of cases,64.0
Provincial,Prince Edward Island,Hip Replacement,50th Percentile,2016,Hours,3192.0
Provincial,Prince Edward Island,Hip Replacement,Volume,2016,Number of cases,86.0
Provincial,Prince Edward Island,Knee Replacement,50th Percentile,2016,Hours,3504.0
Provincial,Prince Edward Island,Knee Replacement,Volume,2016,Number of cases,145.0
Provincial,Prince Edward Island,Lung Cancer Surgery,50th Percentile,2016,Hours,528.0
Provincial,Prince Edward Island,Lung Cancer Surgery,Volume,2016,Number of cases,0.0
Provincial,Prince Edward Island,MRI Scan,50th Percentile,2016,Hours,1248.0
Provincial,Prince Edward Island,MRI Scan,Volume,2016,Number of cases,1911.0
Provincial,Prince Edward Island,Prostate Cancer Surgery,50th Percentile,2016,Hours,972.0
Provincial,Prince Edward Island,Prostate Cancer Surgery,Volume,2016,Number of cases,8.5
Provincial,Prince Edward Island,Radiation Therapy,50th Percentile,2016,Hours,288.0
Provincial,Prince Edward Island,Radiation Therapy,Volume,2016,Number of cases,245.0
Provincial,Quebec,Bladder Cancer Surgery,50th Percentile,2016,Hours,648.0
Provincial,Quebec,Bladder Cancer Surgery,Volume,2016,Number of cases,2954.0
Provincial,Quebec,Breast Cancer Surgery,50th Percentile,2016,Hours,456.0
Provincial,Quebec,Breast Cancer Surgery,Volume,2016,Number of cases,4157.0
Provincial,Quebec,CABG,50th Percentile,2016,Hours,191.76
Provincial,Quebec,CABG,Volume,2016,Number of cases,3403.0
Provincial,Quebec,Cataract surgery,50th Percentile,2016,Hours,1320.0
Provincial,Quebec,Cataract surgery,Volume,2016,Number of cases,45716.0
Provincial,Quebec,Colorectal Cancer Surgery,50th Percentile,2016,Hours,504.0
Provincial,Quebec,Colorectal Cancer Surgery,Volume,2016,Number of cases,2132.0
Provincial,Quebec,CT Scan,50th Percentile,2016,Hours,504.0
Provincial,Quebec,CT Scan,Volume,2016,Number of cases,0.0
Provincial,Quebec,Hip Fracture Repair,50th Percentile,2016,Hours,22.0
Provincial,Quebec,Hip Fracture Repair,Volume,2016,Number of cases,0.0
Provincial,Quebec,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2016,Hours,25.108333335
Provincial,Quebec,Hip Fracture Repair/Emergency and Inpatient,Volume,2016,Number of cases,0.0
Provincial,Quebec,Hip Replacement,50th Percentile,2016,Hours,1992.0
Provincial,Quebec,Hip Replacement,Volume,2016,Number of cases,3381.0
Provincial,Quebec,Knee Replacement,50th Percentile,2016,Hours,2328.0
Provincial,Quebec,Knee Replacement,Volume,2016,Number of cases,5329.0
Provincial,Quebec,Lung Cancer Surgery,50th Percentile,2016,Hours,504.0
Provincial,Quebec,Lung Cancer Surgery,Volume,2016,Number of cases,1382.0
Provincial,Quebec,MRI Scan,50th Percentile,2016,Hours,1152.0
Provincial,Quebec,MRI Scan,Volume,2016,Number of cases,0.0
Provincial,Quebec,Prostate Cancer Surgery,50th Percentile,2016,Hours,864.0
Provincial,Quebec,Prostate Cancer Surgery,Volume,2016,Number of cases,745.0
Provincial,Quebec,Radiation Therapy,50th Percentile,2016,Hours,235.20000000000002
Provincial,Quebec,Radiation Therapy,Volume,2016,Number of cases,12104.0
Provincial,Saskatchewan,Bladder Cancer Surgery,50th Percentile,2016,Hours,360.0
Provincial,Saskatchewan,Bladder Cancer Surgery,Volume,2016,Number of cases,276.0
Provincial,Saskatchewan,Breast Cancer Surgery,50th Percentile,2016,Hours,456.0
Provincial,Saskatchewan,Breast Cancer Surgery,Volume,2016,Number of cases,388.0
Provincial,Saskatchewan,CABG,50th Percentile,2016,Hours,72.0
Provincial,Saskatchewan,CABG,Volume,2016,Number of cases,206.0
Provincial,Saskatchewan,Cataract surgery,50th Percentile,2016,Hours,1440.0
Provincial,Saskatchewan,Cataract surgery,Volume,2016,Number of cases,3509.0
Provincial,Saskatchewan,Colorectal Cancer Surgery,50th Percentile,2016,Hours,456.0
Provincial,Saskatchewan,Colorectal Cancer Surgery,Volume,2016,Number of cases,238.0
Provincial,Saskatchewan,CT Scan,50th Percentile,2016,Hours,456.0
Provincial,Saskatchewan,CT Scan,Volume,2016,Number of cases,23407.0
Provincial,Saskatchewan,Hip Fracture Repair,50th Percentile,2016,Hours,30.0
Provincial,Saskatchewan,Hip Fracture Repair,Volume,2016,Number of cases,481.0
Provincial,Saskatchewan,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2016,Hours,25.108333335
Provincial,Saskatchewan,Hip Fracture Repair/Emergency and Inpatient,Volume,2016,Number of cases,0.0
Provincial,Saskatchewan,Hip Replacement,50th Percentile,2016,Hours,2016.0
Provincial,Saskatchewan,Hip Replacement,Volume,2016,Number of cases,708.0
Provincial,Saskatchewan,Knee Replacement,50th Percentile,2016,Hours,2616.0
Provincial,Saskatchewan,Knee Replacement,Volume,2016,Number of cases,1139.0
Provincial,Saskatchewan,Lung Cancer Surgery,50th Percentile,2016,Hours,312.0
Provincial,Saskatchewan,Lung Cancer Surgery,Volume,2016,Number of cases,71.0
Provincial,Saskatchewan,MRI Scan,50th Percentile,2016,Hours,1152.0
Provincial,Saskatchewan,MRI Scan,Volume,2016,Number of cases,11459.0
Provincial,Saskatchewan,Prostate Cancer Surgery,50th Percentile,2016,Hours,1128.0
Provincial,Saskatchewan,Prostate Cancer Surgery,Volume,2016,Number of cases,105.0
Provincial,Saskatchewan,Radiation Therapy,50th Percentile,2016,Hours,168.0
Provincial,Saskatchewan,Radiation Therapy,Volume,2016,Number of cases,1105.0
Provincial,Alberta,Bladder Cancer Surgery,50th Percentile,2017,Hours,720.0
Provincial,Alberta,Bladder Cancer Surgery,Volume,2017,Number of cases,573.0
Provincial,Alberta,Breast Cancer Surgery,50th Percentile,2017,Hours,456.0
Provincial,Alberta,Breast Cancer Surgery,Volume,2017,Number of cases,1273.0
Provincial,Alberta,CABG,50th Percentile,2017,Hours,240.0
Provincial,Alberta,CABG,Volume,2017,Number of cases,503.0
Provincial,Alberta,Cataract surgery,50th Percentile,2017,Hours,2376.0
Provincial,Alberta,Cataract surgery,Volume,2017,Number of cases,11389.0
Provincial,Alberta,Colorectal Cancer Surgery,50th Percentile,2017,Hours,672.0
Provincial,Alberta,Colorectal Cancer Surgery,Volume,2017,Number of cases,473.0
Provincial,Alberta,CT Scan,50th Percentile,2017,Hours,720.0
Provincial,Alberta,CT Scan,Volume,2017,Number of cases,75374.0
Provincial,Alberta,Hip Fracture Repair,50th Percentile,2017,Hours,18.575
Provincial,Alberta,Hip Fracture Repair,Volume,2017,Number of cases,1312.0
Provincial,Alberta,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2017,Hours,25.11666667
Provincial,Alberta,Hip Fracture Repair/Emergency and Inpatient,Volume,2017,Number of cases,1183.0
Provincial,Alberta,Hip Replacement,50th Percentile,2017,Hours,2904.0
Provincial,Alberta,Hip Replacement,Volume,2017,Number of cases,2024.0
Provincial,Alberta,Knee Replacement,50th Percentile,2017,Hours,3432.0
Provincial,Alberta,Knee Replacement,Volume,2017,Number of cases,3035.0
Provincial,Alberta,Lung Cancer Surgery,50th Percentile,2017,Hours,696.0
Provincial,Alberta,Lung Cancer Surgery,Volume,2017,Number of cases,309.0
Provincial,Alberta,MRI Scan,50th Percentile,2017,Hours,2280.0
Provincial,Alberta,MRI Scan,Volume,2017,Number of cases,60247.0
Provincial,Alberta,Prostate Cancer Surgery,50th Percentile,2017,Hours,1152.0
Provincial,Alberta,Prostate Cancer Surgery,Volume,2017,Number of cases,634.0
Provincial,Alberta,Radiation Therapy,50th Percentile,2017,Hours,144.0
Provincial,Alberta,Radiation Therapy,Volume,2017,Number of cases,4065.0
Provincial,British Columbia,Bladder Cancer Surgery,50th Percentile,2017,Hours,528.0
Provincial,British Columbia,Bladder Cancer Surgery,Volume,2017,Number of cases,1729.0
Provincial,British Columbia,Breast Cancer Surgery,50th Percentile,2017,Hours,432.0
Provincial,British Columbia,Breast Cancer Surgery,Volume,2017,Number of cases,1900.0
Provincial,British Columbia,CABG,50th Percentile,2017,Hours,168.0
Provincial,British Columbia,CABG,Volume,2017,Number of cases,1053.0
Provincial,British Columbia,Cataract surgery,50th Percentile,2017,Hours,1872.0
Provincial,British Columbia,Cataract surgery,Volume,2017,Number of cases,29701.0
Provincial,British Columbia,Colorectal Cancer Surgery,50th Percentile,2017,Hours,504.0
Provincial,British Columbia,Colorectal Cancer Surgery,Volume,2017,Number of cases,991.0
Provincial,British Columbia,CT Scan,50th Percentile,2017,Hours,528.0
Provincial,British Columbia,CT Scan,Volume,2017,Number of cases,146365.5
Provincial,British Columbia,Hip Fracture Repair,50th Percentile,2017,Hours,25.141666666666666
Provincial,British Columbia,Hip Fracture Repair,Volume,2017,Number of cases,1966.0
Provincial,British Columbia,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2017,Hours,25.108333335
Provincial,British Columbia,Hip Fracture Repair/Emergency and Inpatient,Volume,2017,Number of cases,0.0
Provincial,British Columbia,Hip Replacement,50th Percentile,2017,Hours,3192.0
Provincial,British Columbia,Hip Replacement,Volume,2017,Number of cases,2830.0
Provincial,British Columbia,Knee Replacement,50th Percentile,2017,Hours,4704.0
Provincial,British Columbia,Knee Replacement,Volume,2017,Number of cases,4295.0
Provincial,British Columbia,Lung Cancer Surgery,50th Percentile,2017,Hours,648.0
Provincial,British Columbia,Lung Cancer Surgery,Volume,2017,Number of cases,407.0
Provincial,British Columbia,MRI Scan,50th Percentile,2017,Hours,1140.0
Provincial,British Columbia,MRI Scan,Volume,2017,Number of cases,89661.0
Provincial,British Columbia,Prostate Cancer Surgery,50th Percentile,2017,Hours,936.0
Provincial,British Columbia,Prostate Cancer Surgery,Volume,2017,Number of cases,493.0
Provincial,British Columbia,Radiation Therapy,50th Percentile,2017,Hours,216.0
Provincial,British Columbia,Radiation Therapy,Volume,2017,Number of cases,6143.0
Provincial,Manitoba,Bladder Cancer Surgery,50th Percentile,2017,Hours,600.0
Provincial,Manitoba,Bladder Cancer Surgery,Volume,2017,Number of cases,0.0
Provincial,Manitoba,Breast Cancer Surgery,50th Percentile,2017,Hours,504.0
Provincial,Manitoba,Breast Cancer Surgery,Volume,2017,Number of cases,142.0
Provincial,Manitoba,CABG,50th Percentile,2017,Hours,216.0
Provincial,Manitoba,CABG,Volume,2017,Number of cases,218.0
Provincial,Manitoba,Cataract surgery,50th Percentile,2017,Hours,3720.0
Provincial,Manitoba,Cataract surgery,Volume,2017,Number of cases,3076.0
Provincial,Manitoba,Colorectal Cancer Surgery,50th Percentile,2017,Hours,480.0
Provincial,Manitoba,Colorectal Cancer Surgery,Volume,2017,Number of cases,0.0
Provincial,Manitoba,CT Scan,50th Percentile,2017,Hours,456.0
Provincial,Manitoba,CT Scan,Volume,2017,Number of cases,46568.0
Provincial,Manitoba,Hip Fracture Repair,50th Percentile,2017,Hours,19.583333333333336
Provincial,Manitoba,Hip Fracture Repair,Volume,2017,Number of cases,552.0
Provincial,Manitoba,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2017,Hours,25.108333335
Provincial,Manitoba,Hip Fracture Repair/Emergency and Inpatient,Volume,2017,Number of cases,0.0
Provincial,Manitoba,Hip Replacement,50th Percentile,2017,Hours,4056.0
Provincial,Manitoba,Hip Replacement,Volume,2017,Number of cases,710.0
Provincial,Manitoba,Knee Replacement,50th Percentile,2017,Hours,4872.0
Provincial,Manitoba,Knee Replacement,Volume,2017,Number of cases,1148.0
Provincial,Manitoba,Lung Cancer Surgery,50th Percentile,2017,Hours,576.0
Provincial,Manitoba,Lung Cancer Surgery,Volume,2017,Number of cases,89.0
Provincial,Manitoba,MRI Scan,50th Percentile,2017,Hours,1824.0
Provincial,Manitoba,MRI Scan,Volume,2017,Number of cases,33945.0
Provincial,Manitoba,Prostate Cancer Surgery,50th Percentile,2017,Hours,972.0
Provincial,Manitoba,Prostate Cancer Surgery,Volume,2017,Number of cases,0.0
Provincial,Manitoba,Radiation Therapy,50th Percentile,2017,Hours,288.0
Provincial,Manitoba,Radiation Therapy,Volume,2017,Number of cases,1656.0
Provincial,New Brunswick,Bladder Cancer Surgery,50th Percentile,2017,Hours,720.0
Provincial,New Brunswick,Bladder Cancer Surgery,Volume,2017,Number of cases,238.0
Provincial,New Brunswick,Breast Cancer Surgery,50th Percentile,2017,Hours,528.0
Provincial,New Brunswick,Breast Cancer Surgery,Volume,2017,Number of cases,358.0
Provincial,New Brunswick,CABG,50th Percentile,2017,Hours,192.0
Provincial,New Brunswick,CABG,Volume,2017,Number of cases,239.0
Provincial,New Brunswick,Cataract surgery,50th Percentile,2017,Hours,1320.0
Provincial,New Brunswick,Cataract surgery,Volume,2017,Number of cases,5682.0
Provincial,New Brunswick,Colorectal Cancer Surgery,50th Percentile,2017,Hours,528.0
Provincial,New Brunswick,Colorectal Cancer Surgery,Volume,2017,Number of cases,216.0
Provincial,New Brunswick,CT Scan,50th Percentile,2017,Hours,504.0
Provincial,New Brunswick,CT Scan,Volume,2017,Number of cases,0.0
Provincial,New Brunswick,Hip Fracture Repair,50th Percentile,2017,Hours,17.066666666666666
Provincial,New Brunswick,Hip Fracture Repair,Volume,2017,Number of cases,390.0
Provincial,New Brunswick,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2017,Hours,25.108333335
Provincial,New Brunswick,Hip Fracture Repair/Emergency and Inpatient,Volume,2017,Number of cases,0.0
Provincial,New Brunswick,Hip Replacement,50th Percentile,2017,Hours,3888.0
Provincial,New Brunswick,Hip Replacement,Volume,2017,Number of cases,508.0
Provincial,New Brunswick,Knee Replacement,50th Percentile,2017,Hours,4824.0
Provincial,New Brunswick,Knee Replacement,Volume,2017,Number of cases,903.0
Provincial,New Brunswick,Lung Cancer Surgery,50th Percentile,2017,Hours,840.0
Provincial,New Brunswick,Lung Cancer Surgery,Volume,2017,Number of cases,96.0
Provincial,New Brunswick,MRI Scan,50th Percentile,2017,Hours,1152.0
Provincial,New Brunswick,MRI Scan,Volume,2017,Number of cases,0.0
Provincial,New Brunswick,Prostate Cancer Surgery,50th Percentile,2017,Hours,936.0
Provincial,New Brunswick,Prostate Cancer Surgery,Volume,2017,Number of cases,87.0
Provincial,New Brunswick,Radiation Therapy,50th Percentile,2017,Hours,192.0
Provincial,New Brunswick,Radiation Therapy,Volume,2017,Number of cases,973.0
Provincial,Newfoundland and Labrador,Bladder Cancer Surgery,50th Percentile,2017,Hours,504.0
Provincial,Newfoundland and Labrador,Bladder Cancer Surgery,Volume,2017,Number of cases,162.0
Provincial,Newfoundland and Labrador,Breast Cancer Surgery,50th Percentile,2017,Hours,336.0
Provincial,Newfoundland and Labrador,Breast Cancer Surgery,Volume,2017,Number of cases,224.0
Provincial,Newfoundland and Labrador,CABG,50th Percentile,2017,Hours,144.0
Provincial,Newfoundland and Labrador,CABG,Volume,2017,Number of cases,178.0
Provincial,Newfoundland and Labrador,Cataract surgery,50th Percentile,2017,Hours,1512.0
Provincial,Newfoundland and Labrador,Cataract surgery,Volume,2017,Number of cases,1610.0
Provincial,Newfoundland and Labrador,Colorectal Cancer Surgery,50th Percentile,2017,Hours,288.0
Provincial,Newfoundland and Labrador,Colorectal Cancer Surgery,Volume,2017,Number of cases,195.0
Provincial,Newfoundland and Labrador,CT Scan,50th Percentile,2017,Hours,504.0
Provincial,Newfoundland and Labrador,CT Scan,Volume,2017,Number of cases,40329.0
Provincial,Newfoundland and Labrador,Hip Fracture Repair,50th Percentile,2017,Hours,19.95
Provincial,Newfoundland and Labrador,Hip Fracture Repair,Volume,2017,Number of cases,249.0
Provincial,Newfoundland and Labrador,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2017,Hours,22.47
Provincial,Newfoundland and Labrador,Hip Fracture Repair/Emergency and Inpatient,Volume,2017,Number of cases,250.0
Provincial,Newfoundland and Labrador,Hip Replacement,50th Percentile,2017,Hours,1944.0
Provincial,Newfoundland and Labrador,Hip Replacement,Volume,2017,Number of cases,304.0
Provincial,Newfoundland and Labrador,Knee Replacement,50th Percentile,2017,Hours,3480.0
Provincial,Newfoundland and Labrador,Knee Replacement,Volume,2017,Number of cases,527.0
Provincial,Newfoundland and Labrador,Lung Cancer Surgery,50th Percentile,2017,Hours,552.0
Provincial,Newfoundland and Labrador,Lung Cancer Surgery,Volume,2017,Number of cases,49.0
Provincial,Newfoundland and Labrador,MRI Scan,50th Percentile,2017,Hours,1152.0
Provincial,Newfoundland and Labrador,MRI Scan,Volume,2017,Number of cases,10522.0
Provincial,Newfoundland and Labrador,Prostate Cancer Surgery,50th Percentile,2017,Hours,816.0
Provincial,Newfoundland and Labrador,Prostate Cancer Surgery,Volume,2017,Number of cases,53.0
Provincial,Newfoundland and Labrador,Radiation Therapy,50th Percentile,2017,Hours,288.0
